index	sentence1	sentence2	label
3341	Does your laptop connect to any public WiFi network?	no, my laptop doesn't connect with them.	contradiction
3342	Any thoughts on what you'd do instead?	I'd rather work in IT.	entailment
3343	Do you like reading true crime novels?	They're not interesting to me.	contradiction
3344	When you connect your hard drive to another laptop, does it work?	That's a negative, it isn't working.	contradiction
3345	Have you read the new Game of Thrones books?	I'm planning to read them in the future	contradiction
3346	Did you ever go to college or university?	I graduated from Yale.	entailment
3347	Do you like to play the drums?	I enjoy it, but I'm not any good at it.	entailment
3348	Do you like spice on your food?	I like jalepenos.	entailment
3349	Are you single?	I've been married for three years now.	contradiction
3350	Do you like classic music?	I hate classical music.	contradiction
3351	Do you work full time?	I work part time right now	contradiction
3352	Was your flight nonstop?	it had one stop	contradiction
3353	Is it challenging?	it has its moments	entailment
3354	Have you lived here long?	Only for a week.	contradiction
3355	Does your laptop show the wireless network you are trying to connect to?	Where can I see it on my laptop? 	neutral
3356	Do you hear a clunking noise from your car, as opposed to ticking noise?	The sound from the car is more akin to a ticking noise than a clunking noise. 	contradiction
3357	Does one or more wheels drag too much?	No, the wheels are not dragging at all, and there's no problem with their spinning.	contradiction
3358	Does your laptop shut down automatically when it overheats?	The laptop keeps running.	contradiction
3359	Would you like to go out for a drink?	I don't drink much.	contradiction
3360	Is the display very dim and barely visible?	This is not the case. It is not dim or difficult to see, rather, I can see it quite well.	contradiction
3361	Are you worried about money?	I'd like to be able to afford a better apartment.	neutral
3362	You've already been to New York, haven't you?	I go at least once a year.	entailment
3363	Does your current position have growth potential?	There's no career progression in my current job.	contradiction
3364	Would you like working in a factory?	It sounds like it would be pretty loud and grimy.	contradiction
3365	Do you like action movies?	I love movies with fighting and shooting.	entailment
3366	Does the car make ticking sounds while coasting in neutral?	Tha car makes a ticking noise when coasting in neutral.	entailment
3367	Is your LCD's inverter working properly?	How do I confirm that?	neutral
3368	Are you up for a hike tomorrow morning?	that would be fun	entailment
3369	Are you new to Austin?	I just moved here.	entailment
3370	Can we talk about how your family is doing?	I'd prefer to avoid that topic.	contradiction
3371	Does your colleagues not support your work style?	I find I am different.	contradiction
3372	Was your week okay?	I'll be glad when it's over.	contradiction
3373	Do you like living it here?	I live it up.	entailment
3374	Is the display very dim and barely visible?	The display is hard to see, it is so dim.	entailment
3375	Are you enjoying your time?	It's been wonderful.	entailment
3376	Do you play sports?	I play tennis sometimes	entailment
3377	Do you enjoy books in series?	I've read a lot of series.	entailment
3378	Do you have any special diet?	I can eat anything	contradiction
3379	Is your BIOS set to hibernate the laptop in case of low battery?	My laptop BIOS has that setting.	entailment
3380	Do you enjoy foreign cuisine?	I've been known to eat it.	entailment
3381	Are you into country music?	The lyrics in country music are annoying.	contradiction
3382	Are you interested in a loft?	Lofts are too big.	contradiction
3383	Can you check if your car battery is charging properly?	The battery has been checked. It seems to be charging correctly.	entailment
3384	Can you check if a fusible link has blown?	What do I do to check for the fusible link?	neutral
3385	Do you hear ticking sounds only when the car is moving?	The ticking noise only happens when the car is in motion.  The noise stops when the car is stopped.	entailment
3386	Have you any photos of your family now?	Check out my Facebook page.	entailment
3387	Is the flat in a good area?	It's centrally located!	entailment
3388	Is your BIOS set to hibernate the laptop in case of low battery?	The laptop is set to hibernate on low battery.  I did notice such settings in the BIOS.	entailment
3389	Have you tried flushing the engine?	I don't understand why would I need to flush the engine.	neutral
3390	Have you had pho?	I have and I'd like to have some more pho again.	entailment
3391	I could really go for some BBQ, are you down?	I love BBQ food	entailment
3392	Do you get on with your current colleagues?	My coworkers and I get along pretty well.	entailment
3393	Would you like something hot?	I am cold.	neutral
3394	Does the car stop when you apply the brakes?	What if the car brakes are not functioning properly? 	neutral
3395	Have you read any romantic books lately?	I love romantic stories.	neutral
3396	Does your battery run down in just a few days?	Why does a car's battery lose charge?	neutral
3397	Are you feeling up to going to the night club tomorrow?	I would rather go to the karaoke bar down the street.	contradiction
3398	Does your Windows boot and display the desktop?	I can access it.	entailment
3399	Do you like murder mystery novels?	I would rather read fantasy instead.	contradiction
3400	Is your family doing okay?	they are good	entailment
3401	Do you like trying different cuisines?	When I'm feeling adventurous.	entailment
3402	Have you found a good realtor?	I haven't looked for one yet.	contradiction
3403	Please plug in the AC power adapter to your laptop. Does it boot now?	I can’t start it up. 	contradiction
3404	Are you able to see anything on your laptop's screen?	my laptop screen is displaying something. I am sure it is okay.	entailment
3405	Do you like to hear orchestras play?	I always love it.	entailment
3406	Will you have along commute?	only about a hour	entailment
3407	Is there an activity you have a passion for?	Painting is my passion.	entailment
3408	Is there a lot of work you have to take home?	I'll be working all night.	entailment
3409	Are you into country music?	It's the one genre I haven't enjoyed.	contradiction
