index	sentence1	sentence2	label
5958	Would you like to go for happy hour?	Happy hours sounds like a good plan	entailment
5959	Have you been downtown yet?	I frequent there often.	entailment
5960	Do you like oldies?	I like some of them	entailment
5961	Does your car have electronic fuel injection?	Yes	entailment
5962	Do you like where you're working?	It's the pits.	contradiction
5963	Are community gatherings important?	They help me get to know my neighbors.	entailment
5964	Is the DC power jack in the laptop loose or broken?	I looked at my laptop's power jack. It is definitely broken.	entailment
5965	Have you heard of the Father Brown mysteries?	I haven't heard much about the mystery genre.	contradiction
5966	Do you prefer to eat healthy food?	I've been trying to watch what I eat.	entailment
5967	Will you still work in town at this new job?	It's located just a few blocks from my old job.	entailment
5968	Did you check the new short story books published recently?	I prefer longer novels.	contradiction
5969	Do you prefer reading nonfiction?	Non fiction gives me a headache.	contradiction
5970	Is your LCD's inverter working properly?	How can the LCD inverter be checked?	neutral
5971	Do you drink beer?	I prefer cider	contradiction
5972	Does the laptop boot normally and display the Windows Desktop?	The booting is pretty much normal.	entailment
5973	Are you in to sports?	I'm in the local hockey team.	entailment
5974	Do you like romance books?	I prefer horror to romance.	contradiction
5975	Do you still see our old friends?	Not in a long time!	contradiction
5976	Are you reading anything right now?	Have you heard of the Japanese Lover?	entailment
5977	Does the car stall while warm?	No, the vehicle does not stall when it is warm.	contradiction
5978	When you connect the charger to your laptop, is the power connector loose?	It feels like it will just fall out.	entailment
5979	Will I see you at the office party tomorrow?	I'm gonna skip out, it's my daughter's birthday.	contradiction
5980	Want me to introduce you to some of the neighbours?	that would be great	entailment
5981	Are you into Thai food?	I could eat almost any Thai food.	entailment
5982	Will this be the first time for you living in NY?	I've only ever lived in Chicago.	entailment
5983	Do you recognize me?	You haven't changed a bit.	entailment
5984	Is the brake warning light ON in the dashboard?	It isn't illuminated. Everything is as usual on the dash. 	contradiction
5985	Is your laptop's fan running when it overheats?	The fan spins non-stop when the laptop gets warm.	entailment
5986	Is there a lot of work you have to take home?	I'll be working all night.	entailment
5987	Do you hear rattling noise from the brakes when driving on rough pavement?	There is a rattling noise when I go on rough pavement. I don't hear the same noise when it is a smooth road.	entailment
5988	Is there an open circuit with your car's key in 'run/ON' position?	There is an open circuit in my car with the key in the run/on position.	entailment
5989	Do you have a car?	I drive all the time	entailment
5990	Have you played the cello?	In another life.	contradiction
5991	Is there a pinhole leak in radiator hose or at the clamps?	I don't see that.  It is without leaks.	contradiction
5992	Do you want to head to a bar?	Alcohol might not be good for me right now.	contradiction
5993	Looking forward to the weekend?	Can't wait to go fishing this weekend.	entailment
5994	Want to go dancing?	I've got two left feet.	contradiction
5995	Can you hear fan or hard drive sounds from your laptop?	There aren't any sounds coming from it. it's extremely quiet.	contradiction
5996	Is your laptop fan running all the time when you use the laptop?	The fan does not run all of the time the laptop is being used. It seems to run as it is supposed to.	contradiction
5997	Have you seen the prices there?	The area is quite affordable.	entailment
5998	Did you play an instrument in high school?	I played the trumpet.	entailment
5999	If you pull over and stay idle, does the car's temperature return to normal?	The problem still exists even after pulling over and idling.	contradiction
6000	Do you have house chores to do this weekend?	I have loads of work around the house.	entailment
6001	Is your work technical?	I'm more creative.	contradiction
6002	Have you had	"ones?"",""answer"":""My assistant answers the phones."	contradiction
6003	Are you into cycling?	I haven't got a bike.	contradiction
6004	Does one or more wheels drag too much?	The wheels are not dragging and are easy to spin.	contradiction
6005	Are there any noises when you brake?	They sound normal to me.	contradiction
6006	Have you ever tried skating?	I tried ice skating once and didn't enjoy it.	entailment
6007	Do you have any plans this weekend?	Not that I know of	contradiction
6008	Do you have a netflix account?	We have a Hulu account	contradiction
6009	Is the emergency parking brake working properly?	It is not functional.  It does not do its job when engaged.	contradiction
6010	Is there a leak at the car's water pump?	I don't see one.  It doesn't have a leak.	contradiction
6011	Do you like books based on true events?	Non-fiction is always preferable.	entailment
6012	Do you play video games?	I used to play Nintendo when I was a kid.	contradiction
6013	Did you move for work?	I've just got a job at the University.	entailment
6014	The starter primary coil has an internal short. Fixing this should help start your car.	I fixed the primary coil and my car started. Thanks so much for finding that out for me.	neutral
6015	Does one or more wheels drag too much?	There is no excessive dragging from any of the wheels.	contradiction
6016	Is the emergency parking brake working properly?	The emergency parking brake doesn't function well. I can't rely on it at all.	contradiction
6017	Is spark getting to the plugs?	Yes, the spark is getting to the plug.	entailment
6018	Do you like going to movies?	I go to the cinema often.	entailment
6019	Do you have a single lamp failure? It could be a headlight, a taillight, or a blinker.	There is a single lamp failure.	entailment
6020	Does it have windows?	Of course it does.	entailment
6021	Do you hear rattling noise from the brakes when driving on rough pavement?	Yes, whenever I hit the brakes in such situations there's a serious rattle.	entailment
6022	Did you change the laptop power management settings recently?	Why does the changes in the power management settings result in the laptop overheating?	neutral
6023	Are there any noises when you brake?	I checked just now. I don't hear anything when I do that.	contradiction
6024	Are you taking someone on a date this weekend?	I'm too busy this week to go on date.	contradiction
6025	Is spark getting to the plugs?	I dont know how to check if the spark getting to the plug?	neutral
